Date,Ad Breaks (Minutes),Ad Time (Seconds) Per Hour,Average Viewers,Chat Messages,Chatters,Clip Views,Clips Created,Follows,Hosts and Raids Viewers (%),Live Views,Max Viewers,Minutes Watched,Minutes Streamed,Unique Viewers,Sub Revenue,Prime Revenue,Gifted Subs Revenue,Bits Revenue,Ad Revenue,Extensions Revenue,Prime Subs,Total Paid Subs,Tier 1 subs,Tier 2 subs,Tier 3 subs,Total Gifted Subs,Gifted Tier 1 subs
Thu May 20 2021,0,0,7.87,348,18,0,0,1,6.87,50,14,1471,187,32,2.43,0,0,0,0.0455,0,0,1,1,0,0,0,0
Fri May 21 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,0.8,0,1,1,0,0,0,0
Sat May 22 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun May 23 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon May 24 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue May 25 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed May 26 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu May 27 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.41,0,0,0,0,0,0,2,1,0,1,0,0
Fri May 28 2021,0,0,9.3,372,14,0,2,0,26.17,56,15,1544,166,31,0,0,0,0,0.007,0,0,0,0,0,0,0,0
Sat May 29 2021,0,0,9.59,40,5,0,0,0,20.25,1,13,326,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun May 30 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,1,1,0,0,0,0
Mon May 31 2021,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,1,1,0,0,0,0
Tue Jun 01 2021,0,0,6.88,317,16,0,0,3,17.14,51,15,1342,195,33,0,0,0,0,0.035,0,0,0,0,0,0,0,0
Wed Jun 02 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Thu Jun 03 2021,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jun 04 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0
Sat Jun 05 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Sun Jun 06 2021,0,0,7.1,589,19,0,0,3,4.87,81,13,2548,359,50,0,2.495,0,0,0.035,0,1,0,0,0,0,0,0
Mon Jun 07 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
Tue Jun 08 2021,0,0,8.69,386,13,0,0,2,0.08,64,14,1182,137,33,0,0,0,0,0.0315,0,0,0,0,0,0,0,0
Wed Jun 09 2021,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.095,0.01,0,0.8,0,0,0,0,0,1,1
Thu Jun 10 2021,0,0,11.71,576,18,6,1,2,13.72,127,24,2705,231,66,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Fri Jun 11 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,2,2,0,0,0,0
Sat Jun 12 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 13 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jun 14 2021,0,0,5.18,199,15,0,0,5,21.26,55,16,668,130,33,0,0,0,0,0.0245,0,0,0,0,0,0,0,0
Tue Jun 15 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Wed Jun 16 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.825,0,0,0,0.007,0,0,1,0,1,0,0,0
Thu Jun 17 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jun 18 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jun 19 2021,0,0,5.36,538,17,1,3,2,8.54,57,10,1206,226,36,0,0,0,0,0.063,0,0,0,0,0,0,0,0
Sun Jun 20 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,1,1,0,0,0,0
Mon Jun 21 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jun 22 2021,0,0,6.95,438,17,0,1,3,0,79,15,1445,209,46,0,0,0,0,0.056,0,0,0,0,0,0,0,0
Wed Jun 23 2021,0,0,5.7,128,5,0,0,0,0,6,7,154,26,5,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Thu Jun 24 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jun 25 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jun 26 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jun 27 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.41,0,0,0,0,0,0,2,1,0,1,0,0
Mon Jun 28 2021,0,0,9.89,389,19,0,3,5,0,140,19,1780,180,116,0,0,0,0,0.0875,0,0,0,0,0,0,0,0
Tue Jun 29 2021,0,0,13.36,154,11,1,0,1,0,34,17,561,42,27,0,2.495,12.16,0,0.028,0,1,0,0,0,0,5,5
Wed Jun 30 2021,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.675,0,0,0,0.0035,0,0,2,2,0,0,0,0
Thu Jul 01 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Fri Jul 02 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 03 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Jul 04 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jul 05 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Jul 06 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jul 07 2021,0,0,3.96,235,10,0,0,1,0,37,9,638,162,30,0,0,0,0,0.007,0,0,0,0,0,0,0,0
Thu Jul 08 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.305,0,0,0,0,0,0,1,1,0,0,0,0
Fri Jul 09 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 10 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Sun Jul 11 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0.0035,0,0,2,2,0,0,0,0
Mon Jul 12 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Tue Jul 13 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Jul 14 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jul 15 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Jul 16 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.825,0,0,0,0.0035,0,0,1,0,1,0,0,0
Sat Jul 17 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Sun Jul 18 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Jul 19 2021,0,0,11.46,760,33,0,2,16,7.66,252,27,2900,252,192,0,0,0,0,0.1155,0,0,0,0,0,0,0,0
Tue Jul 20 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,0,0,0,0.0105,0,0,2,2,0,0,0,0
Wed Jul 21 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jul 22 2021,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Fri Jul 23 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Jul 24 2021,0,0,6.82,292,15,0,0,1,0,31,11,893,131,27,0,0,2.095,0,0.035,1.6,0,0,0,0,0,1,1
Sun Jul 25 2021,0,0,5.27,445,23,0,1,8,0,120,16,1654,315,86,0,0,0,0,0.077,0,0,0,0,0,0,0,0
Mon Jul 26 2021,0,0,9.8,35,6,2,1,0,0,7,12,147,15,7,2.3,2.495,0,0.01,0.0105,0,1,1,1,0,0,0,0
Tue Jul 27 2021,0,0,0,0,0,8,0,1,0,0,0,0,0,0,12.025,0,0,0,0,0,0,1,0,0,1,0,0
Wed Jul 28 2021,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Jul 29 2021,0,0,4.9,368,14,2,0,1,0,41,9,1327,271,27,0,0,0,0,0.0455,0,0,0,0,0,0,0,0
Fri Jul 30 2021,0,0,7.7,144,7,0,0,1,0,10,10,354,46,8,2.3,0,0,0,0.0175,0,0,1,1,0,0,0,0
Sat Jul 31 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,1,1,0,0,0,0
Sun Aug 01 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Aug 02 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Aug 03 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Aug 04 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Aug 05 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 06 2021,0,0,10.61,485,20,0,0,3,0,121,16,1782,168,99,0,0,0,0,0.0945,0,0,0,0,0,0,0,0
Sat Aug 07 2021,0,0,13.82,150,10,0,0,3,14.39,62,22,1216,88,53,0,2.36,0,0,0.028,0,1,0,0,0,0,0,0
Sun Aug 08 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Aug 09 2021,0,0,3.94,241,13,0,0,0,0,38,9,980,249,29,0,0,0,0,0.049,0,0,0,0,0,0,0,0
Tue Aug 10 2021,0,0,6.89,166,4,0,0,0,0,6,10,310,45,5,2.305,0,0,0,0.014,0,0,1,1,0,0,0,0
Wed Aug 11 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0.0035,0,0,2,2,0,0,0,0
Thu Aug 12 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 13 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Aug 14 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Aug 15 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Mon Aug 16 2021,0,0,4.25,148,12,5,0,6,29.35,41,13,603,141,32,4.825,0,0,0,0.042,0,0,1,0,1,0,0,0
Tue Aug 17 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Wed Aug 18 2021,0,0,7.64,337,13,0,1,0,0,42,14,1237,163,27,0,0,0,0,0.042,0,0,0,0,0,0,0,0
Thu Aug 19 2021,0,0,7.93,49,5,0,0,0,0,6,10,230,29,5,2.375,0,0,0,0.007,0,0,1,1,0,0,0,0
Fri Aug 20 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,0,0,0,0,0,0,2,2,0,0,0,0
Sat Aug 21 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Aug 22 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Aug 23 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Tue Aug 24 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Aug 25 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Aug 26 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Aug 27 2021,0,0,0,2,2,0,0,0,0,0,0,0,0,0,12.025,0,0,0,0.0035,0,0,1,0,0,1,0,0
Sat Aug 28 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Aug 29 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Aug 30 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.345,0,0,0,0.0035,0,0,1,1,0,0,0,0
Tue Aug 31 2021,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.375,0,0,0,0,0,0,1,1,0,0,0,0
Wed Sep 01 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Sep 02 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Sep 03 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Sep 04 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Sep 05 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Sep 06 2021,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Sep 07 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Sep 08 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Sep 09 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Sep 10 2021,0,0,8.89,2196,20,0,1,8,1.26,60,18,1672,189,38,0,0,0,0,0.028,0,0,0,0,0,0,0,0
Sat Sep 11 2021,0,0,7.93,747,11,0,0,1,0,30,13,555,70,17,4.76,0,0,0,0.0245,0,0,2,2,0,0,0,0
Sun Sep 12 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Sep 13 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Sep 14 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Wed Sep 15 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Sep 16 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.825,0,0,0,0,0,0,1,0,1,0,0,0
Fri Sep 17 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Sep 18 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Sep 19 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,1,1,0,0,0,0
Mon Sep 20 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,0,0,0,0,0,0,2,2,0,0,0,0
Tue Sep 21 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Sep 22 2021,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Thu Sep 23 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Sep 24 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Sep 25 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Sep 26 2021,0,0,7.91,131,12,0,0,26,17.2,39,15,1099,140,30,0,0,0,0,0.0385,0,0,0,0,0,0,0,0
Mon Sep 27 2021,0,0,9.35,1794,23,0,1,5,14.18,70,13,1841,197,37,12.025,0,0,5,0.0595,0.8,0,1,0,0,1,0,0
Tue Sep 28 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Sep 29 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Sep 30 2021,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4.72,0,0,0,0,0,0,2,2,0,0,0,0
Fri Oct 01 2021,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Oct 02 2021,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Sun Oct 03 2021,0,0,10.2,3827,45,0,0,12,0.48,247,23,4620,452,80,0,0,0,0,0.1785,0,0,0,0,0,0,0,0
Mon Oct 04 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.305,0,0,0.2,0.007,0.2,0,1,1,0,0,0,0
Tue Oct 05 2021,0,0,0,4,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Wed Oct 06 2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Thu Oct 07 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Oct 08 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Oct 09 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Oct 10 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Oct 11 2021,0,0,6.34,332,9,0,0,5,0,85,13,1166,184,57,4.76,0,0,0,0.063,0,0,2,2,0,0,0,0
Tue Oct 12 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Oct 13 2021,0,0,5.76,228,11,0,0,0,1.21,61,10,1324,229,36,0,0,0,0,0.0525,0,0,0,0,0,0,0,0
Thu Oct 14 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Oct 15 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Sat Oct 16 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.825,0,0,0,0,0,0,1,0,1,0,0,0
Sun Oct 17 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Oct 18 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Tue Oct 19 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0.0035,0,0,1,1,0,0,0,0
Wed Oct 20 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.435,0,0,0,0,0,0,1,1,0,0,0,0
Thu Oct 21 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Oct 22 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Oct 23 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Oct 24 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Oct 25 2021,0,0,5.84,204,15,0,0,1,12.49,39,20,865,148,32,0,0,0,0,0.056,0,0,0,0,0,0,0,0
Tue Oct 26 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Wed Oct 27 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.025,0,0,0,0.0035,0,0,1,0,0,1,0,0
Thu Oct 28 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Oct 29 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Oct 30 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,1,1,0,0,0,0
Sun Oct 31 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Mon Nov 01 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Nov 02 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 03 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thu Nov 04 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 05 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Nov 06 2021,0,0,9.61,451,19,0,0,4,11.55,73,15,2901,302,51,0,4.15,0,0.01,0.1715,0,2,0,0,0,0,0,0
Sun Nov 07 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 08 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Nov 09 2021,0,0,2.73,283,8,0,0,0,0,28,6,385,141,23,0,0,0,0,0.0385,0,0,0,0,0,0,0,0
Wed Nov 10 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Thu Nov 11 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,2,2,0,0,0,0
Fri Nov 12 2021,0,0,5.44,118,9,0,0,0,0,31,9,1626,299,23,0,0,0,0,0.126,0,0,0,0,0,0,0,0
Sat Nov 13 2021,0,0,7.5,146,11,0,0,1,11.23,19,12,1238,165,16,0,0,0,0,0.084,0,0,0,0,0,0,0,0
Sun Nov 14 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Mon Nov 15 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tue Nov 16 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.825,0,0,0,0.007,0,0,1,0,1,0,0,0
Wed Nov 17 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Thu Nov 18 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 19 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,1,1,0,0,0,0
Sat Nov 20 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,1,1,0,0,0,0
Sun Nov 21 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 22 2021,0,0,6.84,305,14,0,1,0,0,50,10,1778,261,29,0,0,0,0,0.0945,0,0,0,0,0,0,0,0
Tue Nov 23 2021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wed Nov 24 2021,0,0,2.68,22,7,0,0,0,0,17,5,316,118,15,0,0,0,0,0.042,0,0,0,0,0,0,0,0
Thu Nov 25 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fri Nov 26 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Nov 27 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Nov 28 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Nov 29 2021,0,0,7.87,437,15,0,0,2,0,30,10,1172,149,24,0,0,0,0,0.105,0,0,0,0,0,0,0,0
Tue Nov 30 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0
Wed Dec 01 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Thu Dec 02 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0
Fri Dec 03 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sat Dec 04 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Dec 05 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mon Dec 06 2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
